_id,created,public,publication_authors,publication_created,publication_doi,publication_done,publication_journal,publication_pmid,publication_skip,publication_title,publication_updated,publication_year,score,updated,uuid,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year,matches_publication/authors,matches_publication/doi,matches_publication/journal,matches_publication/pmid,matches_publication/title,matches_publication/updated,matches_publication/year
63516fedb9c880af1f305b69,2022-09-01T15:16:05.444Z,True,"Llanos F, Xie Z, Chandrasekaran B",,10.1016/j.jneumeth.2017.08.010,0.0,J Neurosci Methods,28807860,0.0,Hidden Markov modeling of frequency-following responses to Mandarin lexical tones.,03/08/2022 13:39:24,2017,0.43,2022-09-01T15:16:05.444Z,d4ddd51f-3d4c-4c5d-8269-38a65992f2da,"Llanos F, Xie Z, Chandrasekaran B",,J Neurosci Methods,,Hidden Markov modeling of frequency-following responses to Mandarin lexical tones.,03/08/2022 13:39:24,,"Llanos F, Xie Z, Chandrasekaran B",,J Neurosci Methods,,Hidden Markov modeling of frequency-following responses to Mandarin lexical tones.,03/08/2022 13:39:24,,"Llanos F, Xie Z, Chandrasekaran B",,J Neurosci Methods,,Hidden Markov modeling of frequency-following responses to Mandarin lexical tones.,03/08/2022 13:39:24,,"Llanos F, Xie Z, Chandrasekaran B",,J Neurosci Methods,,Hidden Markov modeling of frequency-following responses to Mandarin lexical tones.,03/08/2022 13:39:24,,"Llanos F, Xie Z, Chandrasekaran B",,J Neurosci Methods,,Hidden Markov modeling of frequency-following responses to Mandarin lexical tones.,03/08/2022 13:39:24,
63516fedb9c880af1f305b6a,2022-09-01T15:16:05.444Z,True,"Gao H, Aderhold A, Mangion K, Luo X, Husmeier D, Berry C",,10.1098/rsif.2017.0203,0.0,J R Soc Interface,28747397,0.0,Changes and classification in myocardial contractile function in the left ventricle following acute myocardial infarction.,03/08/2022 18:05:03,2017,0.76,2022-09-01T15:16:05.444Z,4427eadc-dc28-4afb-8ae5-dcaf51935306,"Gao H, Aderhold A, Mangion K, Luo X, Husmeier D, Berry C",,J R Soc Interface,,Changes and classification in myocardial contractile function in the left ventricle following acute myocardial infarction.,03/08/2022 18:05:03,,"Gao H, Aderhold A, Mangion K, Luo X, Husmeier D, Berry C",,J R Soc Interface,,Changes and classification in myocardial contractile function in the left ventricle following acute myocardial infarction.,03/08/2022 18:05:03,,"Gao H, Aderhold A, Mangion K, Luo X, Husmeier D, Berry C",,J R Soc Interface,,Changes and classification in myocardial contractile function in the left ventricle following acute myocardial infarction.,03/08/2022 18:05:03,,"Gao H, Aderhold A, Mangion K, Luo X, Husmeier D, Berry C",,J R Soc Interface,,Changes and classification in myocardial contractile function in the left ventricle following acute myocardial infarction.,03/08/2022 18:05:03,,"Gao H, Aderhold A, Mangion K, Luo X, Husmeier D, Berry C",,J R Soc Interface,,Changes and classification in myocardial contractile function in the left ventricle following acute myocardial infarction.,03/08/2022 18:05:03,
63516fedb9c880af1f305b74,2022-09-01T15:16:05.444Z,True,"Michel M, Menéndez Hurtado D, Uziela K, Elofsson A",,10.1093/bioinformatics/btx239,0.0,Bioinformatics,28881974,0.0,Large-scale structure prediction by improved contact predictions and model quality assessment.,03/17/2022 23:25:21,2017,0.62,2022-09-01T15:16:05.444Z,23c26bad-c7ec-455d-aec5-edc6cea9e204,"Michel M, Menéndez Hurtado D, Uziela K, Elofsson A",,,,Large-scale structure prediction by improved contact predictions and model quality assessment.,03/17/2022 23:25:21,,"Michel M, Menéndez Hurtado D, Uziela K, Elofsson A",,,,Large-scale structure prediction by improved contact predictions and model quality assessment.,03/17/2022 23:25:21,,"Michel M, Menéndez Hurtado D, Uziela K, Elofsson A",,,,Large-scale structure prediction by improved contact predictions and model quality assessment.,03/17/2022 23:25:21,,"Michel M, Menéndez Hurtado D, Uziela K, Elofsson A",,,,Large-scale structure prediction by improved contact predictions and model quality assessment.,03/17/2022 23:25:21,,"Michel M, Menéndez Hurtado D, Uziela K, Elofsson A",,,,Large-scale structure prediction by improved contact predictions and model quality assessment.,03/17/2022 23:25:21,
63516fedb9c880af1f305b76,2022-09-01T15:16:05.444Z,True,"Li H, Shaham U, Stanton KP, Yao Y, Montgomery RR, Kluger Y",,10.1093/bioinformatics/btx448,0.0,Bioinformatics,29036374,0.0,Gating mass cytometry data by deep learning.,03/23/2022 13:41:44,2017,0.62,2022-09-01T15:16:05.444Z,d7de0b56-fc2d-4ad5-a3d8-d33f721d5f36,"Li H, Shaham U, Stanton KP, Yao Y, Montgomery RR, Kluger Y",,,,Gating mass cytometry data by deep learning.,03/23/2022 13:41:44,,"Li H, Shaham U, Stanton KP, Yao Y, Montgomery RR, Kluger Y",,,,Gating mass cytometry data by deep learning.,03/23/2022 13:41:44,,"Li H, Shaham U, Stanton KP, Yao Y, Montgomery RR, Kluger Y",,,,Gating mass cytometry data by deep learning.,03/23/2022 13:41:44,,"Li H, Shaham U, Stanton KP, Yao Y, Montgomery RR, Kluger Y",,,,Gating mass cytometry data by deep learning.,03/23/2022 13:41:44,,"Li H, Shaham U, Stanton KP, Yao Y, Montgomery RR, Kluger Y",,,,Gating mass cytometry data by deep learning.,03/23/2022 13:41:44,
660304301502715bfe53d658,2024-03-26T17:21:51.940Z,True,"He, B., Mortuza, S. M., Wang, Y., Shen, H. B., & Zhang, Y.",,10.1093/bioinformatics/btx164,,Bioinformatics,28369334,,NeBcon: Protein contact map prediction using neural network training coupled with naïve Bayes classifiers,,2017,0.81,2024-03-26T17:21:51.940Z,2783c6b5-d21f-4ac6-a776-4235d6631552,"He, B., Mortuza, S. M., Wang, Y., Shen, H. B., & Zhang, Y.",,,,NeBcon: Protein contact map prediction using neural network training coupled with naïve Bayes classifiers,,,"He, B., Mortuza, S. M., Wang, Y., Shen, H. B., & Zhang, Y.",,,,NeBcon: Protein contact map prediction using neural network training coupled with naïve Bayes classifiers,,,"He, B., Mortuza, S. M., Wang, Y., Shen, H. B., & Zhang, Y.",,,,NeBcon: Protein contact map prediction using neural network training coupled with naïve Bayes classifiers,,,"He, B., Mortuza, S. M., Wang, Y., Shen, H. B., & Zhang, Y.",,,,NeBcon: Protein contact map prediction using neural network training coupled with naïve Bayes classifiers,,,"He, B., Mortuza, S. M., Wang, Y., Shen, H. B., & Zhang, Y.",,,,NeBcon: Protein contact map prediction using neural network training coupled with naïve Bayes classifiers,,
66735a8837ea6fa797a6c341,2024-06-19T22:24:08.516Z,True,Yashik Singh,,10.4258/hir.2017.23.4.271 ,,Healthcare Informatics Research ,29181236,,Machine Learning to Improve the Effectiveness of ANRS in Predicting HIV Drug Resistance,,2017,0.95,2024-06-19T22:24:08.516Z,297b4cc8-9937-41b5-bfb3-7469fedc1fbe,Yashik Singh,10.4258/hir.2017.23.4.271 ,Healthcare Informatics Research ,,Machine Learning to Improve the Effectiveness of ANRS in Predicting HIV Drug Resistance,,,Yashik Singh,10.4258/hir.2017.23.4.271 ,Healthcare Informatics Research ,,Machine Learning to Improve the Effectiveness of ANRS in Predicting HIV Drug Resistance,,,Yashik Singh,10.4258/hir.2017.23.4.271 ,Healthcare Informatics Research ,,Machine Learning to Improve the Effectiveness of ANRS in Predicting HIV Drug Resistance,,,Yashik Singh,10.4258/hir.2017.23.4.271 ,Healthcare Informatics Research ,,Machine Learning to Improve the Effectiveness of ANRS in Predicting HIV Drug Resistance,,,Yashik Singh,10.4258/hir.2017.23.4.271 ,Healthcare Informatics Research ,,Machine Learning to Improve the Effectiveness of ANRS in Predicting HIV Drug Resistance,,
63516fedb9c880af1f305b3f,2022-09-01T15:16:05.443Z,True,"Privratsky JR, Zhang J, Lu X, Rudemiller N, Wei Q, Yu YR, Gunn MD, Crowley SD",,10.1152/ajprenal.00104.2018,0.0,Am J Physiol Renal Physiol,29790392,0.0,Interleukin 1 receptor (IL-1R1) activation exacerbates toxin-induced acute kidney injury.,01/25/2022 16:07:48,2018,0.52,2022-09-01T15:16:05.443Z,21016d93-6e18-4e47-83ec-458e3a565ffe,"Privratsky JR, Zhang J, Lu X, Rudemiller N, Wei Q, Yu YR, Gunn MD, Crowley SD",,Am J Physiol Renal Physiol,,Interleukin 1 receptor (IL-1R1) activation exacerbates toxin-induced acute kidney injury.,01/25/2022 16:07:48,,"Privratsky JR, Zhang J, Lu X, Rudemiller N, Wei Q, Yu YR, Gunn MD, Crowley SD",,Am J Physiol Renal Physiol,,Interleukin 1 receptor (IL-1R1) activation exacerbates toxin-induced acute kidney injury.,01/25/2022 16:07:48,,"Privratsky JR, Zhang J, Lu X, Rudemiller N, Wei Q, Yu YR, Gunn MD, Crowley SD",,Am J Physiol Renal Physiol,,Interleukin 1 receptor (IL-1R1) activation exacerbates toxin-induced acute kidney injury.,01/25/2022 16:07:48,,"Privratsky JR, Zhang J, Lu X, Rudemiller N, Wei Q, Yu YR, Gunn MD, Crowley SD",,Am J Physiol Renal Physiol,,Interleukin 1 receptor (IL-1R1) activation exacerbates toxin-induced acute kidney injury.,01/25/2022 16:07:48,,"Privratsky JR, Zhang J, Lu X, Rudemiller N, Wei Q, Yu YR, Gunn MD, Crowley SD",,Am J Physiol Renal Physiol,,Interleukin 1 receptor (IL-1R1) activation exacerbates toxin-induced acute kidney injury.,01/25/2022 16:07:48,
63516fedb9c880af1f305b40,2022-09-01T15:16:05.443Z,True,"Tian HY, Li SJ, Wu TQ, Yao M",,10.1155/2018/3635845,0.0,Comput Intell Neurosci,30046299,0.0,An Extreme Learning Machine Based on Artificial Immune System.,01/26/2022 14:34:16,2018,0.67,2022-09-01T15:16:05.443Z,d6d6562d-8254-45bc-88b2-6a88827e9cf8,"Tian HY, Li SJ, Wu TQ, Yao M",,Comput Intell Neurosci,,An Extreme Learning Machine Based on Artificial Immune System.,01/26/2022 14:34:16,,"Tian HY, Li SJ, Wu TQ, Yao M",,Comput Intell Neurosci,,An Extreme Learning Machine Based on Artificial Immune System.,01/26/2022 14:34:16,,"Tian HY, Li SJ, Wu TQ, Yao M",,Comput Intell Neurosci,,An Extreme Learning Machine Based on Artificial Immune System.,01/26/2022 14:34:16,,"Tian HY, Li SJ, Wu TQ, Yao M",,Comput Intell Neurosci,,An Extreme Learning Machine Based on Artificial Immune System.,01/26/2022 14:34:16,,"Tian HY, Li SJ, Wu TQ, Yao M",,Comput Intell Neurosci,,An Extreme Learning Machine Based on Artificial Immune System.,01/26/2022 14:34:16,
63516fedb9c880af1f305b41,2022-09-01T15:16:05.443Z,True,"Rappoport N, Shamir R",,10.1093/nar/gky889,0.0,Nucleic Acids Res,30295871,0.0,Multi-omic and multi-view clustering algorithms: review and cancer benchmark.,02/08/2022 16:25:04,2018,0.71,2022-09-01T15:16:05.443Z,805d6ac8-7e63-41b2-a36b-427fbcf4b64c,"Rappoport N, Shamir R",,Nucleic Acids Res,,Multi-omic and multi-view clustering algorithms: review and cancer benchmark.,02/08/2022 16:25:04,,"Rappoport N, Shamir R",,Nucleic Acids Res,,Multi-omic and multi-view clustering algorithms: review and cancer benchmark.,02/08/2022 16:25:04,,"Rappoport N, Shamir R",,Nucleic Acids Res,,Multi-omic and multi-view clustering algorithms: review and cancer benchmark.,02/08/2022 16:25:04,,"Rappoport N, Shamir R",,Nucleic Acids Res,,Multi-omic and multi-view clustering algorithms: review and cancer benchmark.,02/08/2022 16:25:04,,"Rappoport N, Shamir R",,Nucleic Acids Res,,Multi-omic and multi-view clustering algorithms: review and cancer benchmark.,02/08/2022 16:25:04,
63516fedb9c880af1f305b42,2022-09-01T15:16:05.443Z,True,"Simopoulos CMA, Weretilnyk EA, Golding GB",,10.1186/s12864-018-4665-2,0.0,BMC Genomics,29720103,0.0,Prediction of plant lncRNA by ensemble machine learning classifiers.,03/01/2022 19:41:49,2018,0.57,2022-09-01T15:16:05.443Z,051b93a6-4e37-4b9c-8cc9-05f531317aea,"Simopoulos CMA, Weretilnyk EA, Golding GB",,BMC Genomics,,Prediction of plant lncRNA by ensemble machine learning classifiers.,03/01/2022 19:41:49,,"Simopoulos CMA, Weretilnyk EA, Golding GB",,BMC Genomics,,Prediction of plant lncRNA by ensemble machine learning classifiers.,03/01/2022 19:41:49,,"Simopoulos CMA, Weretilnyk EA, Golding GB",,BMC Genomics,,Prediction of plant lncRNA by ensemble machine learning classifiers.,03/01/2022 19:41:49,,"Simopoulos CMA, Weretilnyk EA, Golding GB",,BMC Genomics,,Prediction of plant lncRNA by ensemble machine learning classifiers.,03/01/2022 19:41:49,,"Simopoulos CMA, Weretilnyk EA, Golding GB",,BMC Genomics,,Prediction of plant lncRNA by ensemble machine learning classifiers.,03/01/2022 19:41:49,
63516fedb9c880af1f305b43,2022-09-01T15:16:05.443Z,True,"Han X, Chen S, Flynn E, Wu S, Wintner D, Shen Y",,10.1038/s41467-018-04552-7,0.0,Nat Commun,29849042,0.0,Distinct epigenomic patterns are associated with haploinsufficiency and predict risk genes of developmental disorders.,03/04/2022 12:54:32,2018,0.86,2022-09-01T15:16:05.443Z,c61651cd-193f-4b5e-aa19-77eed7eb2649,"Han X, Chen S, Flynn E, Wu S, Wintner D, Shen Y",,Nat Commun,,Distinct epigenomic patterns are associated with haploinsufficiency and predict risk genes of developmental disorders.,03/04/2022 12:54:32,,"Han X, Chen S, Flynn E, Wu S, Wintner D, Shen Y",,Nat Commun,,Distinct epigenomic patterns are associated with haploinsufficiency and predict risk genes of developmental disorders.,03/04/2022 12:54:32,,"Han X, Chen S, Flynn E, Wu S, Wintner D, Shen Y",,Nat Commun,,Distinct epigenomic patterns are associated with haploinsufficiency and predict risk genes of developmental disorders.,03/04/2022 12:54:32,,"Han X, Chen S, Flynn E, Wu S, Wintner D, Shen Y",,Nat Commun,,Distinct epigenomic patterns are associated with haploinsufficiency and predict risk genes of developmental disorders.,03/04/2022 12:54:32,,"Han X, Chen S, Flynn E, Wu S, Wintner D, Shen Y",,Nat Commun,,Distinct epigenomic patterns are associated with haploinsufficiency and predict risk genes of developmental disorders.,03/04/2022 12:54:32,
63516fedb9c880af1f305b44,2022-09-01T15:16:05.443Z,True,"Caglar MU, Hockenberry AJ, Wilke CO",,10.1371/journal.pone.0206634,0.0,PLoS One,30388153,0.0,Predicting bacterial growth conditions from mRNA and protein abundances.,03/06/2022 19:15:35,2018,0.52,2022-09-01T15:16:05.443Z,706c0f3d-b856-473d-9864-c48e3733bceb,"Caglar MU, Hockenberry AJ, Wilke CO",,PLoS One,,Predicting bacterial growth conditions from mRNA and protein abundances.,03/06/2022 19:15:35,,"Caglar MU, Hockenberry AJ, Wilke CO",,PLoS One,,Predicting bacterial growth conditions from mRNA and protein abundances.,03/06/2022 19:15:35,,"Caglar MU, Hockenberry AJ, Wilke CO",,PLoS One,,Predicting bacterial growth conditions from mRNA and protein abundances.,03/06/2022 19:15:35,,"Caglar MU, Hockenberry AJ, Wilke CO",,PLoS One,,Predicting bacterial growth conditions from mRNA and protein abundances.,03/06/2022 19:15:35,,"Caglar MU, Hockenberry AJ, Wilke CO",,PLoS One,,Predicting bacterial growth conditions from mRNA and protein abundances.,03/06/2022 19:15:35,
63516fedb9c880af1f305b45,2022-09-01T15:16:05.443Z,True,"Babalyan K, Sultanov R, Generozov E, Sharova E, Kostryukova E, Larin A, Kanygina A, Govorun V, Arapidi G",,10.1371/journal.pone.0204371,0.0,PLoS One,30388122,0.0,LogLoss-BERAF: An ensemble-based machine learning model for constructing highly accurate diagnostic sets of methylation sites accounting for heterogeneity in prostate cancer.,03/08/2022 14:37:33,2018,0.57,2022-09-01T15:16:05.443Z,f792fa0e-c332-4321-9ab0-a504c495e7c3,"Babalyan K, Sultanov R, Generozov E, Sharova E, Kostryukova E, Larin A, Kanygina A, Govorun V, Arapidi G",,PLoS One,,LogLoss-BERAF: An ensemble-based machine learning model for constructing highly accurate diagnostic sets of methylation sites accounting for heterogeneity in prostate cancer.,03/08/2022 14:37:33,,"Babalyan K, Sultanov R, Generozov E, Sharova E, Kostryukova E, Larin A, Kanygina A, Govorun V, Arapidi G",,PLoS One,,LogLoss-BERAF: An ensemble-based machine learning model for constructing highly accurate diagnostic sets of methylation sites accounting for heterogeneity in prostate cancer.,03/08/2022 14:37:33,,"Babalyan K, Sultanov R, Generozov E, Sharova E, Kostryukova E, Larin A, Kanygina A, Govorun V, Arapidi G",,PLoS One,,LogLoss-BERAF: An ensemble-based machine learning model for constructing highly accurate diagnostic sets of methylation sites accounting for heterogeneity in prostate cancer.,03/08/2022 14:37:33,,"Babalyan K, Sultanov R, Generozov E, Sharova E, Kostryukova E, Larin A, Kanygina A, Govorun V, Arapidi G",,PLoS One,,LogLoss-BERAF: An ensemble-based machine learning model for constructing highly accurate diagnostic sets of methylation sites accounting for heterogeneity in prostate cancer.,03/08/2022 14:37:33,,"Babalyan K, Sultanov R, Generozov E, Sharova E, Kostryukova E, Larin A, Kanygina A, Govorun V, Arapidi G",,PLoS One,,LogLoss-BERAF: An ensemble-based machine learning model for constructing highly accurate diagnostic sets of methylation sites accounting for heterogeneity in prostate cancer.,03/08/2022 14:37:33,
63516fedb9c880af1f305b46,2022-09-01T15:16:05.443Z,True,"Simopoulos CMA, Weretilnyk EA, Golding GB",,10.1186/s12864-018-4665-2,0.0,BMC Genomics,29720103,0.0,Prediction of plant lncRNA by ensemble machine learning classifiers.,03/22/2022 13:13:16,2018,0.86,2022-09-01T15:16:05.443Z,2ab96eb2-c809-4f94-9729-9573ca70ad20,"Simopoulos CMA, Weretilnyk EA, Golding GB",,BMC Genomics,,Prediction of plant lncRNA by ensemble machine learning classifiers.,03/22/2022 13:13:16,,"Simopoulos CMA, Weretilnyk EA, Golding GB",,BMC Genomics,,Prediction of plant lncRNA by ensemble machine learning classifiers.,03/22/2022 13:13:16,,"Simopoulos CMA, Weretilnyk EA, Golding GB",,BMC Genomics,,Prediction of plant lncRNA by ensemble machine learning classifiers.,03/22/2022 13:13:16,,"Simopoulos CMA, Weretilnyk EA, Golding GB",,BMC Genomics,,Prediction of plant lncRNA by ensemble machine learning classifiers.,03/22/2022 13:13:16,,"Simopoulos CMA, Weretilnyk EA, Golding GB",,BMC Genomics,,Prediction of plant lncRNA by ensemble machine learning classifiers.,03/22/2022 13:13:16,
63516fedb9c880af1f305b47,2022-09-01T15:16:05.443Z,True,"Zhang TM, Huang T, Wang RF",,10.3892/ol.2018.8860,0.0,Oncol Lett,30008861,0.0,"Cross talk of chromosome instability, CpG island methylator phenotype and mismatch repair in colorectal cancer.",03/28/2022 23:21:09,2018,0.86,2022-09-01T15:16:05.443Z,39fb8263-4ce3-4283-87ed-5ceba5717b62,"Zhang TM, Huang T, Wang RF",,Oncol Lett,,"Cross talk of chromosome instability, CpG island methylator phenotype and mismatch repair in colorectal cancer.",03/28/2022 23:21:09,,"Zhang TM, Huang T, Wang RF",,Oncol Lett,,"Cross talk of chromosome instability, CpG island methylator phenotype and mismatch repair in colorectal cancer.",03/28/2022 23:21:09,,"Zhang TM, Huang T, Wang RF",,Oncol Lett,,"Cross talk of chromosome instability, CpG island methylator phenotype and mismatch repair in colorectal cancer.",03/28/2022 23:21:09,,"Zhang TM, Huang T, Wang RF",,Oncol Lett,,"Cross talk of chromosome instability, CpG island methylator phenotype and mismatch repair in colorectal cancer.",03/28/2022 23:21:09,,"Zhang TM, Huang T, Wang RF",,Oncol Lett,,"Cross talk of chromosome instability, CpG island methylator phenotype and mismatch repair in colorectal cancer.",03/28/2022 23:21:09,
63516fedb9c880af1f305b48,2022-09-01T15:16:05.444Z,True,"Zimmer D, Schneider K, Sommer F, Schroda M, Mühlhaus T",,10.3389/fpls.2018.01559,0.0,Front Plant Sci,30483279,0.0,Artificial Intelligence Understands Peptide Observability and Assists With Absolute Protein Quantification.,03/28/2022 23:57:02,2018,0.76,2022-09-01T15:16:05.444Z,81c5e03c-ebb1-44ac-b252-0b787354659d,"Zimmer D, Schneider K, Sommer F, Schroda M, Mühlhaus T",,Front Plant Sci,,Artificial Intelligence Understands Peptide Observability and Assists With Absolute Protein Quantification.,03/28/2022 23:57:02,,"Zimmer D, Schneider K, Sommer F, Schroda M, Mühlhaus T",,Front Plant Sci,,Artificial Intelligence Understands Peptide Observability and Assists With Absolute Protein Quantification.,03/28/2022 23:57:02,,"Zimmer D, Schneider K, Sommer F, Schroda M, Mühlhaus T",,Front Plant Sci,,Artificial Intelligence Understands Peptide Observability and Assists With Absolute Protein Quantification.,03/28/2022 23:57:02,,"Zimmer D, Schneider K, Sommer F, Schroda M, Mühlhaus T",,Front Plant Sci,,Artificial Intelligence Understands Peptide Observability and Assists With Absolute Protein Quantification.,03/28/2022 23:57:02,,"Zimmer D, Schneider K, Sommer F, Schroda M, Mühlhaus T",,Front Plant Sci,,Artificial Intelligence Understands Peptide Observability and Assists With Absolute Protein Quantification.,03/28/2022 23:57:02,
63516fedb9c880af1f305b75,2022-09-01T15:16:05.444Z,True,"Ding MQ, Chen L, Cooper GF, Young JD, Lu X",,10.1158/1541-7786.MCR-17-0378,0.0,Mol Cancer Res,29133589,0.0,Precision Oncology beyond Targeted Therapy: Combining Omics Data with Machine Learning Matches the Majority of Cancer Cells to Effective Therapeutics.,03/28/2022 00:12:23,2018,0.76,2022-09-01T15:16:05.444Z,54b0bca4-f5c2-48bb-81d3-2aa6f88cbafc,"Ding MQ, Chen L, Cooper GF, Young JD, Lu X",,Mol Cancer Res,,Precision Oncology beyond Targeted Therapy: Combining Omics Data with Machine Learning Matches the Majority of Cancer Cells to Effective Therapeutics.,03/28/2022 00:12:23,,"Ding MQ, Chen L, Cooper GF, Young JD, Lu X",,Mol Cancer Res,,Precision Oncology beyond Targeted Therapy: Combining Omics Data with Machine Learning Matches the Majority of Cancer Cells to Effective Therapeutics.,03/28/2022 00:12:23,,"Ding MQ, Chen L, Cooper GF, Young JD, Lu X",,Mol Cancer Res,,Precision Oncology beyond Targeted Therapy: Combining Omics Data with Machine Learning Matches the Majority of Cancer Cells to Effective Therapeutics.,03/28/2022 00:12:23,,"Ding MQ, Chen L, Cooper GF, Young JD, Lu X",,Mol Cancer Res,,Precision Oncology beyond Targeted Therapy: Combining Omics Data with Machine Learning Matches the Majority of Cancer Cells to Effective Therapeutics.,03/28/2022 00:12:23,,"Ding MQ, Chen L, Cooper GF, Young JD, Lu X",,Mol Cancer Res,,Precision Oncology beyond Targeted Therapy: Combining Omics Data with Machine Learning Matches the Majority of Cancer Cells to Effective Therapeutics.,03/28/2022 00:12:23,
